sitrep_no,indicator_code,domain,value,value_source,source_type,extraction_rule,priority,evidence,extracted_at,candidate_flag,qc_valid,qc_note
24,alerts_reported,surveillance,153,observed,text_line,tbl_alerts_reported,3,Alertes remontées 153 290 7 450,2026-06-25 17:02:01.681667,candidate_ok,TRUE,selected_observed_candidate
24,alerts_validated,surveillance,3,observed,text_line,tbl_alerts_validated,3,Nombre d’alertes validées 3,2026-06-25 17:02:02.246634,candidate_ok,TRUE,selected_observed_candidate
24,case_fatality_ratio,deaths,18.4,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 550 101 18,4% 25 sur 104 (24,0 %) 35",2026-06-25 17:02:00.56109,candidate_ok,TRUE,selected_observed_candidate
24,cases_ituri,cases,518,observed,text_line,province_row_ituri,2,"Ituri 518 80 15,4% 17 sur 36 (47,2 %) 31",2026-06-25 17:02:00.505937,candidate_ok,TRUE,selected_observed_candidate
24,cases_nordkivu,cases,738,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 738 587 79,5%",2026-06-25 17:02:01.895204,candidate_ok,TRUE,selected_observed_candidate
24,cases_sudkivu,cases,226,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 226 224 99,1%",2026-06-25 17:02:01.912265,candidate_ok,TRUE,selected_observed_candidate
24,cumulative_confirmed_cases,cases,550,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 550 101 18,4% 25 sur 104 (24,0 %) 35",2026-06-25 17:02:00.556311,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
24,cumulative_deaths,deaths,101,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 550 101 18,4% 25 sur 104 (24,0 %) 35",2026-06-25 17:02:00.558793,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
24,deaths_ituri,deaths,454,observed,text_line,province_row_ituri,2,"Ituri 4 454 2 678 60,1%",2026-06-25 17:02:01.869626,candidate_ok,TRUE,selected_observed_candidate
24,deaths_nordkivu,deaths,587,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 738 587 79,5%",2026-06-25 17:02:01.89841,candidate_ok,TRUE,selected_observed_candidate
24,deaths_sudkivu,deaths,224,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 226 224 99,1%",2026-06-25 17:02:01.914816,candidate_ok,TRUE,selected_observed_candidate
24,hz_affected_ituri,geography,17,observed,text_line,hz_affected_ituri,2," Ituri (17/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:01:59.919909,candidate_ok,TRUE,selected_observed_candidate
24,hz_affected_national,geography,25,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 550 101 18,4% 25 sur 104 (24,0 %) 35",2026-06-25 17:02:00.571407,candidate_ok,TRUE,selected_observed_candidate
24,hz_affected_nordkivu,geography,7,observed,text_line,hz_affected_nordkivu,2,"(25)  Nord-Kivu (7/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",2026-06-25 17:01:59.955486,candidate_ok,TRUE,selected_observed_candidate
24,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2, Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:01:59.9766,candidate_ok,TRUE,selected_observed_candidate
25,alerts_reported,surveillance,140,observed,text_line,tbl_alerts_reported,3,Alertes remontées 140 265 25 430,2026-06-25 17:02:09.165218,candidate_ok,TRUE,selected_observed_candidate
25,alerts_validated,surveillance,5,observed,text_line,tbl_alerts_validated,3,Nombre d’alertes validées 5,2026-06-25 17:02:09.662928,candidate_ok,TRUE,selected_observed_candidate
25,case_fatality_ratio,deaths,19.2,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 598 115 19,2% 25 sur 104 (24,0 %) 48",2026-06-25 17:02:08.10754,candidate_ok,TRUE,selected_observed_candidate
25,cases_ituri,cases,563,observed,text_line,province_row_ituri,2,"Ituri 563 92 16,3% 17 sur 36 (47,2 %) 45",2026-06-25 17:02:08.048371,candidate_ok,TRUE,selected_observed_candidate
25,cases_nordkivu,cases,703,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 703 533 75,8%",2026-06-25 17:02:09.373188,candidate_ok,TRUE,selected_observed_candidate
25,cases_sudkivu,cases,226,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 226 181 80,1%",2026-06-25 17:02:09.38982,candidate_ok,TRUE,selected_observed_candidate
25,cumulative_confirmed_cases,cases,598,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 598 115 19,2% 25 sur 104 (24,0 %) 48",2026-06-25 17:02:08.102649,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
25,cumulative_deaths,deaths,115,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 598 115 19,2% 25 sur 104 (24,0 %) 48",2026-06-25 17:02:08.105177,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
25,deaths_ituri,deaths,752,observed,text_line,province_row_ituri,2,"Ituri 4 752 2 487 52,3%",2026-06-25 17:02:09.35854,candidate_ok,TRUE,selected_observed_candidate
25,deaths_nordkivu,deaths,533,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 703 533 75,8%",2026-06-25 17:02:09.37564,candidate_ok,TRUE,selected_observed_candidate
25,deaths_sudkivu,deaths,181,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 226 181 80,1%",2026-06-25 17:02:09.392713,candidate_ok,TRUE,selected_observed_candidate
25,hz_affected_ituri,geography,17,observed,text_line,hz_affected_ituri,2," Ituri (17/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:02:07.490101,candidate_ok,TRUE,selected_observed_candidate
25,hz_affected_national,geography,25,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 598 115 19,2% 25 sur 104 (24,0 %) 48",2026-06-25 17:02:08.109989,candidate_ok,TRUE,selected_observed_candidate
25,hz_affected_nordkivu,geography,7,observed,text_line,hz_affected_nordkivu,2,"(25)  Nord-Kivu (7/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",2026-06-25 17:02:07.521562,candidate_ok,TRUE,selected_observed_candidate
25,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2, Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:02:07.540054,candidate_ok,TRUE,selected_observed_candidate
26,alerts_reported,surveillance,78,observed,text_line,tbl_alerts_reported,3,Alertes remontées 78 526 12 616,2026-06-25 17:02:16.900967,candidate_ok,TRUE,selected_observed_candidate
26,alerts_validated,surveillance,3,observed,text_line,tbl_alerts_validated,3,Nombre d’alertes validées 3,2026-06-25 17:02:17.44365,candidate_ok,TRUE,selected_observed_candidate
26,case_fatality_ratio,deaths,20,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 635 127 20,0% 26 sur 104 (25,0 %) 37",2026-06-25 17:02:15.80902,candidate_ok,TRUE,selected_observed_candidate
26,cases_ituri,cases,600,observed,text_line,province_row_ituri,2,"Ituri 600 104 17,3% 18 sur 36 (50,0 %) 37",2026-06-25 17:02:15.746756,candidate_ok,TRUE,selected_observed_candidate
26,cases_nordkivu,cases,841,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 841 597 71,0%",2026-06-25 17:02:17.094325,candidate_ok,TRUE,selected_observed_candidate
26,cases_sudkivu,cases,226,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 226 222 98,2%",2026-06-25 17:02:17.112272,candidate_ok,TRUE,selected_observed_candidate
26,cumulative_confirmed_cases,cases,635,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 635 127 20,0% 26 sur 104 (25,0 %) 37",2026-06-25 17:02:15.803762,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
26,cumulative_deaths,deaths,127,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 635 127 20,0% 26 sur 104 (25,0 %) 37",2026-06-25 17:02:15.806485,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
26,deaths_ituri,deaths,955,observed,text_line,province_row_ituri,2,"Ituri 4 955 2 860 57,7%",2026-06-25 17:02:17.079516,candidate_ok,TRUE,selected_observed_candidate
26,deaths_nordkivu,deaths,597,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 841 597 71,0%",2026-06-25 17:02:17.097062,candidate_ok,TRUE,selected_observed_candidate
26,deaths_sudkivu,deaths,222,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 226 222 98,2%",2026-06-25 17:02:17.114977,candidate_ok,TRUE,selected_observed_candidate
26,hz_affected_ituri,geography,18,observed,text_line,hz_affected_ituri,2,"• Ituri (18/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:02:15.091253,candidate_ok,TRUE,selected_observed_candidate
26,hz_affected_national,geography,26,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 635 127 20,0% 26 sur 104 (25,0 %) 37",2026-06-25 17:02:15.811612,candidate_ok,TRUE,selected_observed_candidate
26,hz_affected_nordkivu,geography,7,observed,text_line,hz_affected_nordkivu,2,"(26) • Nord-Kivu (7/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",2026-06-25 17:02:15.149566,candidate_ok,TRUE,selected_observed_candidate
26,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,• Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:02:15.170579,candidate_ok,TRUE,selected_observed_candidate
27,alerts_reported,surveillance,143,observed,text_line,tbl_alerts_reported,3,Alertes remontées 143 107 7 257,2026-06-25 17:02:24.827605,candidate_ok,TRUE,selected_observed_candidate
27,alerts_validated,surveillance,3,observed,text_line,tbl_alerts_validated,3,Nombre d’alertes validées 3,2026-06-25 17:02:25.298716,candidate_ok,TRUE,selected_observed_candidate
27,case_fatality_ratio,deaths,20.1,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 676 136 20,1% 29 sur 104 (27,9 %) 41",2026-06-25 17:02:23.749078,candidate_ok,TRUE,selected_observed_candidate
27,cases_ituri,cases,629,observed,text_line,province_row_ituri,2,"Ituri 629 109 17,3% 19 sur 36 (52,8 %) 29",2026-06-25 17:02:23.687408,candidate_ok,TRUE,selected_observed_candidate
27,cases_nordkivu,cases,841,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 841 597 71,0%",2026-06-25 17:02:25.046969,candidate_ok,TRUE,selected_observed_candidate
27,cases_sudkivu,cases,224,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 224 187 83,5%",2026-06-25 17:02:25.066956,candidate_ok,TRUE,selected_observed_candidate
27,cumulative_confirmed_cases,cases,676,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 676 136 20,1% 29 sur 104 (27,9 %) 41",2026-06-25 17:02:23.742172,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
27,cumulative_deaths,deaths,136,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 676 136 20,1% 29 sur 104 (27,9 %) 41",2026-06-25 17:02:23.745775,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
27,deaths_ituri,deaths,703,observed,text_line,province_row_ituri,2,"Ituri 4 703 3 357 71,4%",2026-06-25 17:02:25.030867,candidate_ok,TRUE,selected_observed_candidate
27,deaths_nordkivu,deaths,597,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 841 597 71,0%",2026-06-25 17:02:25.049745,candidate_ok,TRUE,selected_observed_candidate
27,deaths_sudkivu,deaths,187,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 224 187 83,5%",2026-06-25 17:02:25.069849,candidate_ok,TRUE,selected_observed_candidate
27,hz_affected_ituri,geography,19,observed,text_line,hz_affected_ituri,2," Ituri (19/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:02:23.093946,candidate_ok,TRUE,selected_observed_candidate
27,hz_affected_national,geography,29,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 676 136 20,1% 29 sur 104 (27,9 %) 41",2026-06-25 17:02:23.751632,candidate_ok,TRUE,selected_observed_candidate
27,hz_affected_nordkivu,geography,9,observed,text_line,hz_affected_nordkivu,2,"(29)  Nord-Kivu (9/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha, Masereka",2026-06-25 17:02:23.136537,candidate_ok,TRUE,selected_observed_candidate
27,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2, Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:02:23.16713,candidate_ok,TRUE,selected_observed_candidate
28,alerts_reported,surveillance,143,observed,text_line,tbl_alerts_reported,3,Alertes remontées 143 266 10 419,2026-06-25 17:02:32.770684,candidate_ok,TRUE,selected_observed_candidate
28,alerts_validated,surveillance,3,observed,text_line,tbl_alerts_validated,3,Nombre d'alertes validées 3,2026-06-25 17:02:33.260602,candidate_ok,TRUE,selected_observed_candidate
28,case_fatality_ratio,deaths,20.2,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 689 139 20,2% 29 sur 104 (27,9 %) 17",2026-06-25 17:02:31.669684,candidate_ok,TRUE,selected_observed_candidate
28,cases_ituri,cases,646,observed,text_line,province_row_ituri,2,"Ituri 646 114 17,6% 19 sur 36 (52,8 %) 17",2026-06-25 17:02:31.619812,candidate_ok,TRUE,selected_observed_candidate
28,cases_nordkivu,cases,1037,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 1037 700 67,5%",2026-06-25 17:02:32.96435,candidate_ok,TRUE,selected_observed_candidate
28,cases_sudkivu,cases,224,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 224 185 82,6%",2026-06-25 17:02:32.980163,candidate_ok,TRUE,selected_observed_candidate
28,cumulative_confirmed_cases,cases,689,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 689 139 20,2% 29 sur 104 (27,9 %) 17",2026-06-25 17:02:31.66485,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
28,cumulative_deaths,deaths,139,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 689 139 20,2% 29 sur 104 (27,9 %) 17",2026-06-25 17:02:31.667296,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
28,deaths_ituri,deaths,782,observed,text_line,province_row_ituri,2,"Ituri 4 782 830 17,4%2",2026-06-25 17:02:32.950917,candidate_ok,TRUE,selected_observed_candidate
28,deaths_nordkivu,deaths,700,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 1037 700 67,5%",2026-06-25 17:02:32.9667,candidate_ok,TRUE,selected_observed_candidate
28,deaths_sudkivu,deaths,185,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 224 185 82,6%",2026-06-25 17:02:32.982618,candidate_ok,TRUE,selected_observed_candidate
28,hz_affected_ituri,geography,19,observed,text_line,hz_affected_ituri,2,"• Ituri (19/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:02:31.016837,candidate_ok,TRUE,selected_observed_candidate
28,hz_affected_national,geography,29,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 689 139 20,2% 29 sur 104 (27,9 %) 17",2026-06-25 17:02:31.672082,candidate_ok,TRUE,selected_observed_candidate
28,hz_affected_nordkivu,geography,9,observed,text_line,hz_affected_nordkivu,2,"(29) • Nord-Kivu (9/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha, Masereka",2026-06-25 17:02:31.068411,candidate_ok,TRUE,selected_observed_candidate
28,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,• Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:02:31.104713,candidate_ok,TRUE,selected_observed_candidate
30,alerts_reported,surveillance,152,observed,text_line,tbl_alerts_reported,3,Alertes remontées 152 332 23 507,2026-06-25 17:02:39.909624,candidate_ok,TRUE,selected_observed_candidate
30,alerts_validated,surveillance,2,observed,text_line,tbl_alerts_validated,3,Nombre d'alertes validées 2,2026-06-25 17:02:40.350991,candidate_ok,TRUE,selected_observed_candidate
30,case_fatality_ratio,deaths,23.1,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 782 181 23,1% 31 sur 104 (29,8 %) 72",2026-06-25 17:02:38.752551,candidate_ok,TRUE,selected_observed_candidate
30,cases_ituri,cases,717,observed,text_line,province_row_ituri,2,"Ituri 717 146 20,4% 20 sur 36 (55,5 %) 56",2026-06-25 17:02:38.69913,candidate_ok,TRUE,selected_observed_candidate
30,cases_nordkivu,cases,62,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 62 34 54,8% 10 sur 34 (29,4 %) 16",2026-06-25 17:02:38.715271,candidate_ok,TRUE,selected_observed_candidate
30,cases_sudkivu,cases,80,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 80 80 100,0%",2026-06-25 17:02:40.085021,candidate_ok,TRUE,selected_observed_candidate
30,cumulative_confirmed_cases,cases,782,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 782 181 23,1% 31 sur 104 (29,8 %) 72",2026-06-25 17:02:38.747733,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
30,cumulative_deaths,deaths,181,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 782 181 23,1% 31 sur 104 (29,8 %) 72",2026-06-25 17:02:38.75015,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
30,deaths_ituri,deaths,146,observed,text_line,province_row_ituri,2,"Ituri 717 146 20,4% 20 sur 36 (55,5 %) 56",2026-06-25 17:02:38.70163,candidate_ok,TRUE,selected_observed_candidate
30,deaths_nordkivu,deaths,130,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 1 130 589 52,1%",2026-06-25 17:02:40.071668,candidate_ok,TRUE,selected_observed_candidate
30,deaths_sudkivu,deaths,80,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 80 80 100,0%",2026-06-25 17:02:40.087388,candidate_ok,TRUE,selected_observed_candidate
30,hz_affected_ituri,geography,20,observed,text_line,hz_affected_ituri,2," Ituri (20/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:02:38.082247,candidate_ok,TRUE,selected_observed_candidate
30,hz_affected_national,geography,31,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 782 181 23,1% 31 sur 104 (29,8 %) 72",2026-06-25 17:02:38.754877,candidate_ok,TRUE,selected_observed_candidate
30,hz_affected_nordkivu,geography,10,observed,text_line,hz_affected_nordkivu,2,"(31)  Nord-Kivu (10/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,",2026-06-25 17:02:38.128635,candidate_ok,TRUE,selected_observed_candidate
30,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2, Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:02:38.173373,candidate_ok,TRUE,selected_observed_candidate
